author	year	paper_id	bee_id	bee_genus	bee_species	top5position	controlled_for_contamination	genus	average_relative_abundance
Nguyen	2022	7	26	Ceratina	calcarata	Genus_1	Yes	Apilactobacillus	0.4081649828
Nguyen	2022	7	26	Ceratina	calcarata	Genus_2	Yes	Acinetobacter	0.0869713448
Nguyen	2022	7	26	Ceratina	calcarata	Genus_3	Yes	Saccharibacter	0.0704844828
Nguyen	2022	7	26	Ceratina	calcarata	Genus_4	Yes	Nocardia	0.0502500345
Nguyen	2022	7	26	Ceratina	calcarata	Genus_5	Yes	Sphingomonas	0.0417293621
Nguyen	2022	7	26	Ceratina	calcarata	Genus_6	Yes	Melissococcus	0.0303166552
Nguyen	2022	7	26	Ceratina	calcarata	Genus_7	Yes	Carnimonas	0.0289170000
Nguyen	2022	7	26	Ceratina	calcarata	Genus_8	Yes	Methylobacterium	0.0212975517
Nguyen	2022	7	26	Ceratina	calcarata	Genus_9	Yes	Lactobacillus	0.0203424138
Nguyen	2022	7	26	Ceratina	calcarata	Genus_10	Yes	Neisseria	0.0199364655
Nguyen	2022	7	26	Ceratina	calcarata	Genus_11	Yes	Pseudomonas	0.0193262586
Nguyen	2022	7	26	Ceratina	calcarata	Genus_12	Yes	Neokomagataea	0.0181916897
Nguyen	2022	7	26	Ceratina	calcarata	Genus_13	Yes	Roseomonas	0.0181045862
Nguyen	2022	7	26	Ceratina	calcarata	Genus_14	Yes	Asaia	0.0172413793
Nguyen	2022	7	26	Ceratina	calcarata	Genus_15	Yes	Rhodococcus	0.0172413793
Nguyen	2022	7	26	Ceratina	calcarata	Genus_16	Yes	Paracoccus	0.0095785517
Nguyen	2022	7	26	Ceratina	calcarata	Genus_17	Yes	Chryseobacterium	0.0090870517
Nguyen	2022	7	26	Ceratina	calcarata	Genus_18	Yes	Xanthomonas	0.0082086379
Nguyen	2022	7	26	Ceratina	calcarata	Genus_19	Yes	Saccharibacteria	0.0076628276
Nguyen	2022	7	26	Ceratina	calcarata	Genus_20	Yes	Enterobacter	0.0075694310
Nguyen	2022	7	26	Ceratina	calcarata	Genus_21	Yes	Williamsia	0.0067348276
Nguyen	2022	7	26	Ceratina	calcarata	Genus_22	Yes	Friedmanniella	0.0052570345
Nguyen	2022	7	26	Ceratina	calcarata	Genus_23	Yes	Dickeya	0.0049261034
Nguyen	2022	7	26	Ceratina	calcarata	Genus_24	Yes	Streptococcus	0.0048511552
Nguyen	2022	7	26	Ceratina	calcarata	Genus_25	Yes	Dyadobacter	0.0043624310
Nguyen	2022	7	26	Ceratina	calcarata	Genus_26	Yes	Erwinia	0.0038764828
Nguyen	2022	7	26	Ceratina	calcarata	Genus_27	Yes	Staphylococcus	0.0038736897
Nguyen	2022	7	26	Ceratina	calcarata	Genus_28	Yes	Hymenobacter	0.0034059828
Nguyen	2022	7	26	Ceratina	calcarata	Genus_29	Yes	Luteibacter	0.0032109828
Nguyen	2022	7	26	Ceratina	calcarata	Genus_30	Yes	Novosphingobium	0.0030589138
Nguyen	2022	7	26	Ceratina	calcarata	Genus_31	Yes	Amnibacterium	0.0025241724
Nguyen	2022	7	26	Ceratina	calcarata	Genus_32	Yes	Xenorhabdus	0.0025021724
Nguyen	2022	7	26	Ceratina	calcarata	Genus_33	Yes	Saccharibacillus	0.0024265000
Nguyen	2022	7	26	Ceratina	calcarata	Genus_34	Yes	Delftia	0.0024052069
Nguyen	2022	7	26	Ceratina	calcarata	Genus_35	Yes	Curtobacterium	0.0023527069
Nguyen	2022	7	26	Ceratina	calcarata	Genus_36	Yes	Corynebacterium	0.0023328276
Nguyen	2022	7	26	Ceratina	calcarata	Genus_37	Yes	Mycobacterium	0.0023262241
Nguyen	2022	7	26	Ceratina	calcarata	Genus_38	Yes	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.0021101379
Nguyen	2022	7	26	Ceratina	calcarata	Genus_39	Yes	Fimbriimonas	0.0019840862
Nguyen	2022	7	26	Ceratina	calcarata	Genus_40	Yes	Nocardioides	0.0017459310
Nguyen	2022	7	26	Ceratina	calcarata	Genus_41	Yes	Streptomyces	0.0017246379
Nguyen	2022	7	26	Ceratina	calcarata	Genus_42	Yes	Aureimonas	0.0016913276
Nguyen	2022	7	26	Ceratina	calcarata	Genus_43	Yes	Pedobacter	0.0015052069
Nguyen	2022	7	26	Ceratina	calcarata	Genus_44	Yes	Belnapia	0.0013701724
Nguyen	2022	7	26	Ceratina	calcarata	Genus_45	Yes	Kocuria	0.0012577069
Nguyen	2022	7	26	Ceratina	calcarata	Genus_46	Yes	Herbaspirillum	0.0011174655
Nguyen	2022	7	26	Ceratina	calcarata	Genus_47	Yes	Deinococcus	0.0010780345
Nguyen	2022	7	26	Ceratina	calcarata	Genus_48	Yes	Agreia	0.0009745862
Nguyen	2022	7	26	Ceratina	calcarata	Genus_49	Yes	Clostridium	0.0008620517
Nguyen	2022	7	26	Ceratina	calcarata	Genus_50	Yes	Spirosoma	0.0008018276
Nguyen	2022	7	26	Ceratina	calcarata	Genus_51	Yes	Devosia	0.0007524138
Nguyen	2022	7	26	Ceratina	calcarata	Genus_52	Yes	Pseudonocardia	0.0006841897
Nguyen	2022	7	26	Ceratina	calcarata	Genus_53	Yes	Rathayibacter	0.0006841897
Nguyen	2022	7	26	Ceratina	calcarata	Genus_54	Yes	Brevundimonas	0.0005214828
Nguyen	2022	7	26	Ceratina	calcarata	Genus_55	Yes	Psychroglaciecola	0.0004831207
Nguyen	2022	7	26	Ceratina	calcarata	Genus_56	Yes	Variovorax	0.0004831207
Nguyen	2022	7	26	Ceratina	calcarata	Genus_57	Yes	Arcticibacter	0.0004529310
Nguyen	2022	7	26	Ceratina	calcarata	Genus_58	Yes	Kineococcus	0.0004460172
Nguyen	2022	7	26	Ceratina	calcarata	Genus_59	Yes	Fibrella	0.0004227241
Nguyen	2022	7	26	Ceratina	calcarata	Genus_60	Yes	Terrimonas	0.0004227241
Nguyen	2022	7	26	Ceratina	calcarata	Genus_61	Yes	Bradyrhizobium	0.0004072759
Nguyen	2022	7	26	Ceratina	calcarata	Genus_62	Yes	Actinomycetospora	0.0003719138
Nguyen	2022	7	26	Ceratina	calcarata	Genus_63	Yes	Leptotrichia	0.0003593448
Nguyen	2022	7	26	Ceratina	calcarata	Genus_64	Yes	Phaselicystis	0.0003543966
Nguyen	2022	7	26	Ceratina	calcarata	Genus_65	Yes	Solanum	0.0003512069
Nguyen	2022	7	26	Ceratina	calcarata	Genus_66	Yes	Geodermatophilus	0.0003321379
Nguyen	2022	7	26	Ceratina	calcarata	Genus_67	Yes	Lichenibacterium	0.0003321379
Nguyen	2022	7	26	Ceratina	calcarata	Genus_68	Yes	Cutibacterium	0.0002881379
Nguyen	2022	7	26	Ceratina	calcarata	Genus_69	Yes	Aurantimonas	0.0002717586
Nguyen	2022	7	26	Ceratina	calcarata	Genus_70	Yes	Parviterribacter	0.0002657931
Nguyen	2022	7	26	Ceratina	calcarata	Genus_71	Yes	Conexibacter	0.0002415690
Nguyen	2022	7	26	Ceratina	calcarata	Genus_72	Yes	Mucilaginibacter	0.0002313621
Nguyen	2022	7	26	Ceratina	calcarata	Genus_73	Yes	Eubacterium	0.0002128448
Nguyen	2022	7	26	Ceratina	calcarata	Genus_74	Yes	Sporosarcina	0.0001702759
Nguyen	2022	7	26	Ceratina	calcarata	Genus_75	Yes	Arsenophonus	0.0001619310
Nguyen	2022	7	26	Ceratina	calcarata	Genus_76	Yes	Rahnella	0.0001596379
Nguyen	2022	7	26	Ceratina	calcarata	Genus_77	Yes	Microlunatus	0.0001509828
Nguyen	2022	7	26	Ceratina	calcarata	Genus_78	Yes	Sterolibacterium	0.0001509828
Nguyen	2022	7	26	Ceratina	calcarata	Genus_79	Yes	Corticibacterium	0.0001207759
Nguyen	2022	7	26	Ceratina	calcarata	Genus_80	Yes	Patulibacter	0.0001207759
Nguyen	2022	7	26	Ceratina	calcarata	Genus_81	Yes	Tardiphaga	0.0001086379
Nguyen	2022	7	26	Ceratina	calcarata	Genus_82	Yes	Frigoribacterium	0.0000957759
Nguyen	2022	7	26	Ceratina	calcarata	Genus_83	Yes	Blautia	0.0000851379
Nguyen	2022	7	26	Ceratina	calcarata	Genus_84	Yes	Sphingobium	0.0000295172
Holley	2022	8	27	Habropoda	laboriosa	Genus_1	Yes	Acinetobacter	0.6505523333
Holley	2022	8	27	Habropoda	laboriosa	Genus_2	Yes	Acetobacteraceae	0.1850445000
Holley	2022	8	27	Habropoda	laboriosa	Genus_3	Yes	Neokomagataea	0.0959625000
Holley	2022	8	27	Habropoda	laboriosa	Genus_4	Yes	Enterobacteriaceae	0.0268878333
Holley	2022	8	27	Habropoda	laboriosa	Genus_5	Yes	Pantoea	0.0080571667
Holley	2022	8	27	Habropoda	laboriosa	Genus_6	Yes	Apilactobacillus	0.0052508333
Holley	2022	8	27	Habropoda	laboriosa	Genus_7	Yes	Orbaceae	0.0049790000
Holley	2022	8	27	Habropoda	laboriosa	Genus_8	Yes	Holzapfelia	0.0035305000
Holley	2022	8	27	Habropoda	laboriosa	Genus_9	Yes	Lactobacillaceae	0.0033495000
Holley	2022	8	27	Habropoda	laboriosa	Genus_10	Yes	Gilliamella	0.0029876667
Holley	2022	8	27	Habropoda	laboriosa	Genus_11	Yes	Azospirillum	0.0025350000
Holley	2022	8	27	Habropoda	laboriosa	Genus_12	Yes	Pseudomonas	0.0019916667
Holley	2022	8	27	Habropoda	laboriosa	Genus_13	Yes	Mycoplasmataceae	0.0018106667
Holley	2022	8	27	Habropoda	laboriosa	Genus_14	Yes	Leuconostoc	0.0010863333
Holley	2022	8	27	Habropoda	laboriosa	Genus_15	Yes	Rhizobiaceae	0.0010863333
Holley	2022	8	27	Habropoda	laboriosa	Genus_16	Yes	Bombilactobacillus	0.0009958333
Holley	2022	8	27	Habropoda	laboriosa	Genus_17	Yes	Spiroplasma	0.0006336667
Holley	2022	8	27	Habropoda	laboriosa	Genus_18	Yes	Snodgrassella	0.0005431667
Holley	2022	8	27	Habropoda	laboriosa	Genus_19	Yes	Alistipes	0.0003621667
Holley	2022	8	27	Habropoda	laboriosa	Genus_20	Yes	Apibacter	0.0003620000
Holley	2022	8	27	Habropoda	laboriosa	Genus_21	Yes	Fructobacillus	0.0002716667
Holley	2022	8	27	Habropoda	laboriosa	Genus_22	Yes	Rothia	0.0002716667
Holley	2022	8	27	Habropoda	laboriosa	Genus_23	Yes	Bifidobacterium	0.0002715000
Holley	2022	8	27	Habropoda	laboriosa	Genus_24	Yes	Gluconobacter	0.0002715000
Holley	2022	8	27	Habropoda	laboriosa	Genus_25	Yes	Achromobacter	0.0001810000
Holley	2022	8	27	Habropoda	laboriosa	Genus_26	Yes	Corynebacterium	0.0001810000
Holley	2022	8	27	Habropoda	laboriosa	Genus_27	Yes	Lactobacillus	0.0001810000
Holley	2022	8	27	Habropoda	laboriosa	Genus_28	Yes	Commensalibacter	0.0000905000
Holley	2022	8	27	Habropoda	laboriosa	Genus_29	Yes	Escherichia-Shigella	0.0000905000
Holley	2022	8	27	Habropoda	laboriosa	Genus_30	Yes	Halomonas	0.0000905000
Holley	2022	8	27	Habropoda	laboriosa	Genus_31	Yes	Lactococcus	0.0000905000
Holley	2022	8	28	Andrena	rudbeckiae	Genus_1	Yes	Apilactobacillus	0.9304730000
Holley	2022	8	28	Andrena	rudbeckiae	Genus_2	Yes	Spiroplasma	0.0474380000
Holley	2022	8	28	Andrena	rudbeckiae	Genus_3	Yes	Acinetobacter	0.0121313333
Holley	2022	8	28	Andrena	rudbeckiae	Genus_4	Yes	Pseudomonas	0.0047076667
Holley	2022	8	28	Andrena	rudbeckiae	Genus_5	Yes	Corynebacterium	0.0016293333
Holley	2022	8	28	Andrena	rudbeckiae	Genus_6	Yes	Gluconobacter	0.0010863333
Holley	2022	8	28	Andrena	rudbeckiae	Genus_7	Yes	Enterobacteriaceae	0.0009053333
Holley	2022	8	28	Andrena	rudbeckiae	Genus_8	Yes	Enterococcus	0.0007243333
Holley	2022	8	28	Andrena	rudbeckiae	Genus_9	Yes	Serratia	0.0007243333
Holley	2022	8	28	Andrena	rudbeckiae	Genus_10	Yes	Asaia	0.0001810000
Holley	2022	8	29	Svastra	obliquua	Genus_1	Yes	Apilactobacillus	0.4483587143
Holley	2022	8	29	Svastra	obliquua	Genus_2	Yes	Acinetobacter	0.1922870000
Holley	2022	8	29	Svastra	obliquua	Genus_3	Yes	Bombilactobacillus	0.1252425714
Holley	2022	8	29	Svastra	obliquua	Genus_4	Yes	Fructobacillus	0.0802358571
Holley	2022	8	29	Svastra	obliquua	Genus_5	Yes	Saccharibacter	0.0533871429
Holley	2022	8	29	Svastra	obliquua	Genus_6	Yes	Pseudomonas	0.0528440000
Holley	2022	8	29	Svastra	obliquua	Genus_7	Yes	Gluconobacter	0.0190890000
Holley	2022	8	29	Svastra	obliquua	Genus_8	Yes	Enterobacteriaceae	0.0090012857
Holley	2022	8	29	Svastra	obliquua	Genus_9	Yes	Lactobacillaceae	0.0038022857
Holley	2022	8	29	Svastra	obliquua	Genus_10	Yes	Serratia	0.0036471429
Holley	2022	8	29	Svastra	obliquua	Genus_11	Yes	Corynebacterium	0.0023280000
Holley	2022	8	29	Svastra	obliquua	Genus_12	Yes	Sphingobium	0.0016294286
Holley	2022	8	29	Svastra	obliquua	Genus_13	Yes	Rhizobium	0.0010864286
Holley	2022	8	29	Svastra	obliquua	Genus_14	Yes	Neokomagataea	0.0006984286
Holley	2022	8	29	Svastra	obliquua	Genus_15	Yes	Stenotrophomonas	0.0003880000
Holley	2022	8	29	Svastra	obliquua	Genus_16	Yes	Ralstonia	0.0003880000
Holley	2022	8	29	Svastra	obliquua	Genus_17	Yes	Gilliamella	0.0003104286
Holley	2022	8	29	Svastra	obliquua	Genus_18	Yes	Snodgrassella	0.0003104286
Holley	2022	8	29	Svastra	obliquua	Genus_19	Yes	Sphingomonas	0.0003104286
Holley	2022	8	29	Svastra	obliquua	Genus_20	Yes	Azospirillum	0.0003102857
Holley	2022	8	29	Svastra	obliquua	Genus_21	Yes	Staphylococcus	0.0003102857
Holley	2022	8	29	Svastra	obliquua	Genus_22	Yes	Acetobacteraceae	0.0002328571
Holley	2022	8	29	Svastra	obliquua	Genus_23	Yes	Epilithonimonas	0.0002328571
Holley	2022	8	29	Svastra	obliquua	Genus_24	Yes	Gaiellales	0.0002328571
Holley	2022	8	29	Svastra	obliquua	Genus_25	Yes	Moraxella	0.0002328571
Holley	2022	8	29	Svastra	obliquua	Genus_26	Yes	Weissella	0.0002328571
Holley	2022	8	29	Svastra	obliquua	Genus_27	Yes	Methylobacterium-	0.0002327143
Holley	2022	8	29	Svastra	obliquua	Genus_28	Yes	Achromobacter	0.0001551429
Holley	2022	8	29	Svastra	obliquua	Genus_29	Yes	Aquabacterium	0.0001551429
Holley	2022	8	29	Svastra	obliquua	Genus_30	Yes	Blastomonas	0.0001551429
Holley	2022	8	29	Svastra	obliquua	Genus_31	Yes	Chryseobacterium	0.0001551429
Holley	2022	8	29	Svastra	obliquua	Genus_32	Yes	Comamonadaceae	0.0001551429
Holley	2022	8	29	Svastra	obliquua	Genus_33	Yes	Escherichia-Shigella	0.0001551429
Holley	2022	8	29	Svastra	obliquua	Genus_34	Yes	Lactobacillus	0.0001551429
Holley	2022	8	29	Svastra	obliquua	Genus_35	Yes	Leuconostoc	0.0001551429
Holley	2022	8	29	Svastra	obliquua	Genus_36	Yes	Reyranella	0.0001551429
Holley	2022	8	29	Svastra	obliquua	Genus_37	Yes	Rhizobiaceae	0.0001551429
Holley	2022	8	29	Svastra	obliquua	Genus_38	Yes	TM7a	0.0001551429
Holley	2022	8	29	Svastra	obliquua	Genus_39	Yes	Bosea	0.0000775714
Holley	2022	8	29	Svastra	obliquua	Genus_40	Yes	Brevundimonas	0.0000775714
Holley	2022	8	29	Svastra	obliquua	Genus_41	Yes	Cupriavidus	0.0000775714
Holley	2022	8	29	Svastra	obliquua	Genus_42	Yes	Enterococcus	0.0000775714
Holley	2022	8	29	Svastra	obliquua	Genus_43	Yes	Erythrobacter	0.0000775714
Holley	2022	8	29	Svastra	obliquua	Genus_44	Yes	Exiguobacterium	0.0000775714
Holley	2022	8	29	Svastra	obliquua	Genus_45	Yes	Mycobacterium	0.0000775714
Holley	2022	8	29	Svastra	obliquua	Genus_46	Yes	Mycolicibacterium	0.0000775714
Holley	2022	8	29	Svastra	obliquua	Genus_47	Yes	Orbaceae	0.0000775714
Holley	2022	8	29	Svastra	obliquua	Genus_48	Yes	Rhodococcus	0.0000775714
Holley	2022	8	29	Svastra	obliquua	Genus_49	Yes	Rubrobacter	0.0000775714
Holley	2022	8	29	Svastra	obliquua	Genus_50	Yes	Xenorhabdus	0.0000775714
Holley	2022	8	30	Megachile	fortis	Genus_1	Yes	Acinetobacter	0.6439440000
Holley	2022	8	30	Megachile	fortis	Genus_2	Yes	Pseudomonas	0.1072785000
Holley	2022	8	30	Megachile	fortis	Genus_3	Yes	Pantoea	0.0977730000
Holley	2022	8	30	Megachile	fortis	Genus_4	Yes	Apilactobacillus	0.0298750000
Holley	2022	8	30	Megachile	fortis	Genus_5	Yes	Enterobacteriaceae	0.0268875000
Holley	2022	8	30	Megachile	fortis	Genus_6	Yes	Snodgrassella	0.0095055000
Holley	2022	8	30	Megachile	fortis	Genus_7	Yes	Serratia	0.0089625000
Holley	2022	8	30	Megachile	fortis	Genus_8	Yes	Rhizobium	0.0076045000
Holley	2022	8	30	Megachile	fortis	Genus_9	Yes	Corynebacterium	0.0073330000
Holley	2022	8	30	Megachile	fortis	Genus_10	Yes	Sphingobium	0.0070615000
Holley	2022	8	30	Megachile	fortis	Genus_11	Yes	Brevundimonas	0.0057035000
Holley	2022	8	30	Megachile	fortis	Genus_12	Yes	Rhizobiaceae	0.0051600000
Holley	2022	8	30	Megachile	fortis	Genus_13	Yes	Staphylococcus	0.0046170000
Holley	2022	8	30	Megachile	fortis	Genus_14	Yes	Ralstonia	0.0043455000
Holley	2022	8	30	Megachile	fortis	Genus_15	Yes	Lactobacillaceae	0.0040740000
Holley	2022	8	30	Megachile	fortis	Genus_16	Yes	Chryseobacterium	0.0038025000
Holley	2022	8	30	Megachile	fortis	Genus_17	Yes	Epilithonimonas	0.0027160000
Holley	2022	8	30	Megachile	fortis	Genus_18	Yes	Mycobacterium	0.0024445000
Holley	2022	8	30	Megachile	fortis	Genus_19	Yes	Azospirillum	0.0021730000
Holley	2022	8	30	Megachile	fortis	Genus_20	Yes	Bombilactobacillus	0.0021725000
Holley	2022	8	30	Megachile	fortis	Genus_21	Yes	Mycolicibacterium	0.0019010000
Holley	2022	8	30	Megachile	fortis	Genus_22	Yes	Orbaceae	0.0019010000
Holley	2022	8	30	Megachile	fortis	Genus_23	Yes	Asaia	0.0013580000
Holley	2022	8	30	Megachile	fortis	Genus_24	Yes	Cupriavidus	0.0013580000
Holley	2022	8	30	Megachile	fortis	Genus_25	Yes	Escherichia-Shigella	0.0013580000
Holley	2022	8	30	Megachile	fortis	Genus_26	Yes	Sphingomonas	0.0013580000
Holley	2022	8	30	Megachile	fortis	Genus_27	Yes	Exiguobacterium	0.0010865000
Holley	2022	8	30	Megachile	fortis	Genus_28	Yes	Gluconobacter	0.0010865000
Holley	2022	8	30	Megachile	fortis	Genus_29	Yes	Latilactobacillus	0.0010865000
Holley	2022	8	30	Megachile	fortis	Genus_30	Yes	Achromobacter	0.0008150000
Holley	2022	8	30	Megachile	fortis	Genus_31	Yes	Lysobacter	0.0008150000
Holley	2022	8	30	Megachile	fortis	Genus_32	Yes	Bacillus	0.0005430000
Holley	2022	8	30	Megachile	fortis	Genus_33	Yes	Gilliamella	0.0005430000
Holley	2022	8	30	Megachile	fortis	Genus_34	Yes	Bifidobacterium	0.0002715000
Holley	2022	8	30	Megachile	fortis	Genus_35	Yes	Lactococcus	0.0002715000
Holley	2022	8	30	Megachile	fortis	Genus_36	Yes	Moraxella	0.0002715000
Holley	2022	8	30	Megachile	fortis	Genus_37	Yes	Rhodococcus	0.0002715000
Holley	2022	8	30	Megachile	fortis	Genus_38	Yes	Weissella	0.0002715000
Holley	2022	8	31	Svastra	petulca	Genus_1	Yes	Apilactobacillus	0.7017915000
Holley	2022	8	31	Svastra	petulca	Genus_2	Yes	Acinetobacter	0.1262900000
Holley	2022	8	31	Svastra	petulca	Genus_3	Yes	Gluconobacter	0.0795765000
Holley	2022	8	31	Svastra	petulca	Genus_4	Yes	Sphingobium	0.0382945000
Holley	2022	8	31	Svastra	petulca	Genus_5	Yes	Pseudomonas	0.0143940000
Holley	2022	8	31	Svastra	petulca	Genus_6	Yes	Moraxella	0.0111355000
Holley	2022	8	31	Svastra	petulca	Genus_7	Yes	Enterobacteriaceae	0.0089625000
Holley	2022	8	31	Svastra	petulca	Genus_8	Yes	Qipengyuania	0.0086910000
Holley	2022	8	31	Svastra	petulca	Genus_9	Yes	Erythrobacter	0.0027160000
Holley	2022	8	31	Svastra	petulca	Genus_10	Yes	Orbaceae	0.0010865000
Holley	2022	8	31	Svastra	petulca	Genus_11	Yes	Serratia	0.0010865000
Holley	2022	8	31	Svastra	petulca	Genus_12	Yes	Leuconostoc	0.0008150000
Holley	2022	8	31	Svastra	petulca	Genus_13	Yes	Obscuribacteraceae	0.0008150000
Holley	2022	8	31	Svastra	petulca	Genus_14	Yes	Comamonadaceae	0.0005430000
Holley	2022	8	31	Svastra	petulca	Genus_15	Yes	Methylobacterium-	0.0005430000
Holley	2022	8	31	Svastra	petulca	Genus_16	Yes	Methylobacterium-Methylorubrum	0.0005430000
Holley	2022	8	31	Svastra	petulca	Genus_17	Yes	Ralstonia	0.0005430000
Holley	2022	8	31	Svastra	petulca	Genus_18	Yes	Aquabacterium	0.0002715000
Holley	2022	8	31	Svastra	petulca	Genus_19	Yes	Bosea	0.0002715000
Holley	2022	8	31	Svastra	petulca	Genus_20	Yes	Microbacteriaceae	0.0002715000
Holley	2022	8	31	Svastra	petulca	Genus_21	Yes	Reyranella	0.0002715000
Holley	2022	8	31	Svastra	petulca	Genus_22	Yes	Rhodobacteraceae	0.0002715000
Holley	2022	8	31	Svastra	petulca	Genus_23	Yes	Rothia	0.0002715000
Holley	2022	8	31	Svastra	petulca	Genus_24	Yes	Sphingosinicella	0.0002715000
Holley	2022	8	31	Svastra	petulca	Genus_25	Yes	Staphylococcus	0.0002715000
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_1	Yes	Bombilactobacillus	0.2626535455
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_2	Yes	Apilactobacillus	0.1029578182
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_3	Yes	Blastomonas	0.0939706364
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_4	Yes	Bifidobacterium	0.0909583636
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_5	Yes	Entomomonas	0.0775270909
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_6	Yes	Bombiscardovia	0.0660214545
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_7	Yes	Lactobacillus	0.0458249091
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_8	Yes	Xenorhabdus	0.0394053636
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_9	Yes	Fructobacillus	0.0309615455
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_10	Yes	Saccharibacter	0.0304676364
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_11	Yes	Lacticaseibacillus	0.0288380909
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_12	Yes	Latilactobacillus	0.0264678182
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_13	Yes	Flavobacteriales	0.0224680000
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_14	Yes	Pantoea	0.0169373636
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_15	Yes	Apibacter	0.0150610000
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_16	Yes	Acinetobacter	0.0127896364
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_17	Yes	Atopobiaceae	0.0100241818
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_18	Yes	Atopobium	0.0081970909
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_19	Yes	Gilliamella	0.0072589091
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_20	Yes	Neokomagataea	0.0034070909
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_21	Yes	Lactobacillaceae	0.0019751818
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_22	Yes	Cutibacterium	0.0017777273
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_23	Yes	Enterobacteriaceae	0.0016789091
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_24	Yes	Pseudomonas	0.0015800909
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_25	Yes	Commensalibacter	0.0004443636
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_26	Yes	Enterococcus	0.0000987273
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_27	Yes	Limosilactobacillus	0.0000987273
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_28	Yes	Bacillus	0.0000493636
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_29	Yes	Halomonadaceae	0.0000493636
Holley	2022	8	32	Xylocopa	mexicanorum	Genus_30	Yes	Snodgrassella	0.0000493636
Holley	2022	8	33	Xylocopa	micans	Genus_1	Yes	Apilactobacillus	0.1879413333
Holley	2022	8	33	Xylocopa	micans	Genus_2	Yes	Bombilactobacillus	0.1720338095
Holley	2022	8	33	Xylocopa	micans	Genus_3	Yes	Entomomonas	0.1293810476
Holley	2022	8	33	Xylocopa	micans	Genus_4	Yes	Xenorhabdus	0.1184398095
Holley	2022	8	33	Xylocopa	micans	Genus_5	Yes	Bombiscardovia	0.0980575714
Holley	2022	8	33	Xylocopa	micans	Genus_6	Yes	Bifidobacterium	0.0855381905
Holley	2022	8	33	Xylocopa	micans	Genus_7	Yes	Blastomonas	0.0794341905
Holley	2022	8	33	Xylocopa	micans	Genus_8	Yes	Apibacter	0.0295646191
Holley	2022	8	33	Xylocopa	micans	Genus_9	Yes	Lactobacillus	0.0289180000
Holley	2022	8	33	Xylocopa	micans	Genus_10	Yes	Gilliamella	0.0176146191
Holley	2022	8	33	Xylocopa	micans	Genus_11	Yes	Saccharibacter	0.0121569524
Holley	2022	8	33	Xylocopa	micans	Genus_12	Yes	Orbaceae	0.0085616191
Holley	2022	8	33	Xylocopa	micans	Genus_13	Yes	Acinetobacter	0.0083806191
Holley	2022	8	33	Xylocopa	micans	Genus_14	Yes	Commensalibacter	0.0039833333
Holley	2022	8	33	Xylocopa	micans	Genus_15	Yes	Lactobacillaceae	0.0035436191
Holley	2022	8	33	Xylocopa	micans	Genus_16	Yes	Flavobacteriales	0.0023020476
Holley	2022	8	33	Xylocopa	micans	Genus_17	Yes	Neokomagataea	0.0022244762
Holley	2022	8	33	Xylocopa	micans	Genus_18	Yes	Snodgrassella	0.0019916667
Holley	2022	8	33	Xylocopa	micans	Genus_19	Yes	Fructobacillus	0.0017589048
Holley	2022	8	33	Xylocopa	micans	Genus_20	Yes	Atopobium	0.0017070952
Holley	2022	8	33	Xylocopa	micans	Genus_21	Yes	Asaia	0.0012673810
Holley	2022	8	33	Xylocopa	micans	Genus_22	Yes	Bifidobacteriaceae	0.0009570476
Holley	2022	8	33	Xylocopa	micans	Genus_23	Yes	Sphingopyxis	0.0008794286
Holley	2022	8	33	Xylocopa	micans	Genus_24	Yes	Enterobacteriaceae	0.0006724286
Holley	2022	8	33	Xylocopa	micans	Genus_25	Yes	Chitinophagaceae	0.0006208095
Holley	2022	8	33	Xylocopa	micans	Genus_26	Yes	Atopobiaceae	0.0004655714
